ejecutable;numPatrones;freq;tiempo
./booyer_moore_5;100;0;0.145783
./booyer_moore_5;100;0;0.143254
./booyer_moore_5;100;0;0.142769
./booyer_moore_5;100;0;0.145699
./booyer_moore_5;100;0;0.144995
./booyer_moore_5;100;0;0.075258
./booyer_moore_5;100;2;0.0776017
./booyer_moore_5;100;0;0.0775774
./booyer_moore_5;100;0;0.0861075
./booyer_moore_5;100;1;0.104288
./booyer_moore_5;100;0;0.104204
./booyer_moore_5;100;1;0.0937199
./booyer_moore_5;100;0;0.0889371
./booyer_moore_5;100;0;0.0895551
./booyer_moore_5;100;0;0.0962169
./booyer_moore_5;100;0;0.143135
./booyer_moore_5;100;0;0.146682
./booyer_moore_5;100;0;0.16187
./booyer_moore_5;100;0;0.143766
./booyer_moore_5;100;0;0.173296
./booyer_moore_5;100;0;0.103475
./booyer_moore_5;100;0;0.11022
./booyer_moore_5;100;0;0.11021
./booyer_moore_5;100;0;0.107537
./booyer_moore_5;100;1;0.110684
./booyer_moore_5;100;0;0.136574
./booyer_moore_5;100;0;0.168062
./booyer_moore_5;100;0;0.122738
./booyer_moore_5;100;0;0.128676
./booyer_moore_5;100;1;0.13339
./booyer_moore_5;100;0;0.153108
./booyer_moore_5;100;0;0.14817
./booyer_moore_5;100;0;0.151945
./booyer_moore_5;100;0;0.167689
./booyer_moore_5;100;0;0.166281
./booyer_moore_5;100;0;0.138757
./booyer_moore_5;100;0;0.146407
./booyer_moore_5;100;0;0.127568
./booyer_moore_5;100;0;0.136739
./booyer_moore_5;100;0;0.128445
./booyer_moore_5;100;0;0.105129
./booyer_moore_5;100;0;0.110422
./booyer_moore_5;100;0;0.111153
./booyer_moore_5;100;0;0.107711
./booyer_moore_5;100;0;0.106863
./booyer_moore_5;100;186;0.184657
./booyer_moore_5;100;99;0.197269
./booyer_moore_5;100;202;0.192035
./booyer_moore_5;100;142;0.177233
./booyer_moore_5;100;98;0.178697
./booyer_moore_5;100;0;0.0890215
./booyer_moore_5;100;0;0.0993386
./booyer_moore_5;100;0;0.097506
./booyer_moore_5;100;0;0.0980991
./booyer_moore_5;100;0;0.0955573
./booyer_moore_5;100;0;0.0857291
./booyer_moore_5;100;0;0.0880995
./booyer_moore_5;100;0;0.0851745
./booyer_moore_5;100;0;0.0874134
./booyer_moore_5;100;0;0.0878586
./booyer_moore_5;100;0;0.0678049
./booyer_moore_5;100;0;0.0631166
./booyer_moore_5;100;0;0.0672143
./booyer_moore_5;100;0;0.0603233
./booyer_moore_5;100;0;0.067607
./booyer_moore_5;100;0;0.136602
./booyer_moore_5;100;0;0.132309
./booyer_moore_5;100;0;0.136994
./booyer_moore_5;100;2;0.143526
./booyer_moore_5;100;3;0.1361
./booyer_moore_5;100;1;0.0721191
./booyer_moore_5;100;0;0.0732804
./booyer_moore_5;100;0;0.072237
./booyer_moore_5;100;0;0.0688996
./booyer_moore_5;100;0;0.073282
./booyer_moore_5;100;0;0.127143
./booyer_moore_5;100;0;0.136801
./booyer_moore_5;100;0;0.128804
./booyer_moore_5;100;0;0.124892
./booyer_moore_5;100;0;0.143552
./booyer_moore_5;100;0;0.138527
./booyer_moore_5;100;0;0.127828
./booyer_moore_5;100;0;0.133295
./booyer_moore_5;100;0;0.119957
./booyer_moore_5;100;0;0.133171
./booyer_moore_5;100;10;0.115597
./booyer_moore_5;100;3;0.121849
./booyer_moore_5;100;3;0.119785
./booyer_moore_5;100;9;0.124217
./booyer_moore_5;100;4;0.117035
./booyer_moore_5;100;0;0.124307
./booyer_moore_5;100;0;0.124711
./booyer_moore_5;100;0;0.133433
./booyer_moore_5;100;0;0.122695
./booyer_moore_5;100;0;0.131278
./booyer_moore_5;100;7;0.145783
./booyer_moore_5;100;13;0.170831
./booyer_moore_5;100;7;0.152498
./booyer_moore_5;100;9;0.154851
./booyer_moore_5;100;5;0.161688
./booyer_moore_5;100;28;0.145886
./booyer_moore_5;100;50;0.16392
./booyer_moore_5;100;37;0.164831
./booyer_moore_5;100;47;0.147644
./booyer_moore_5;100;35;0.152875
./booyer_moore_5;100;0;0.179753
./booyer_moore_5;100;0;0.195591
./booyer_moore_5;100;0;0.188827
./booyer_moore_5;100;1;0.189268
./booyer_moore_5;100;0;0.194469
./booyer_moore_5;100;123;0.115109
./booyer_moore_5;100;210;0.128864
./booyer_moore_5;100;157;0.122668
./booyer_moore_5;100;150;0.13431
./booyer_moore_5;100;179;0.124668
./booyer_moore_5;100;37;0.202084
./booyer_moore_5;100;16;0.196598
./booyer_moore_5;100;30;0.198681
./booyer_moore_5;100;42;0.197362
./booyer_moore_5;100;30;0.187493
./booyer_moore_5;100;0;0.124236
./booyer_moore_5;100;0;0.11963
./booyer_moore_5;100;0;0.119596
./booyer_moore_5;100;0;0.131102
./booyer_moore_5;100;0;0.123035
./booyer_moore_5;100;0;0.184419
./booyer_moore_5;100;1;0.173558
./booyer_moore_5;100;2;0.174898
./booyer_moore_5;100;0;0.172933
./booyer_moore_5;100;1;0.173785
./booyer_moore_5;100;1;0.120249
./booyer_moore_5;100;0;0.124028
./booyer_moore_5;100;2;0.139434
./booyer_moore_5;100;0;0.111707
./booyer_moore_5;100;0;0.124414
./booyer_moore_5;100;1;0.08736
./booyer_moore_5;100;2;0.0920755
./booyer_moore_5;100;3;0.0903641
./booyer_moore_5;100;2;0.0923288
./booyer_moore_5;100;4;0.0915349
./booyer_moore_5;100;0;0.0953584
./booyer_moore_5;100;0;0.125223
./booyer_moore_5;100;0;0.115829
./booyer_moore_5;100;0;0.103968
./booyer_moore_5;100;1;0.098978
./booyer_moore_5;100;0;0.145286
./booyer_moore_5;100;1;0.158246
./booyer_moore_5;100;0;0.158371
./booyer_moore_5;100;2;0.131139
./booyer_moore_5;100;1;0.138742
./booyer_moore_5;100;4;0.104621
./booyer_moore_5;100;3;0.107767
./booyer_moore_5;100;8;0.0908818
./booyer_moore_5;100;3;0.0943258
./booyer_moore_5;100;1;0.0962284
./booyer_moore_5;100;0;0.148863
./booyer_moore_5;100;0;0.154233
./booyer_moore_5;100;0;0.16344
./booyer_moore_5;100;1;0.163761
./booyer_moore_5;100;0;0.144444
./booyer_moore_5;100;120;0.0896937
./booyer_moore_5;100;72;0.0861197
./booyer_moore_5;100;139;0.090501
./booyer_moore_5;100;99;0.0908023
./booyer_moore_5;100;74;0.0978274
./booyer_moore_5;100;26;0.183435
./booyer_moore_5;100;36;0.190639
./booyer_moore_5;100;27;0.178081
./booyer_moore_5;100;24;0.182463
./booyer_moore_5;100;34;0.184058
./booyer_moore_5;100;50;0.109627
./booyer_moore_5;100;34;0.108773
./booyer_moore_5;100;42;0.105564
./booyer_moore_5;100;40;0.114366
./booyer_moore_5;100;23;0.113352
./booyer_moore_5;100;159;0.107662
./booyer_moore_5;100;208;0.121299
./booyer_moore_5;100;170;0.119928
./booyer_moore_5;100;204;0.124624
./booyer_moore_5;100;209;0.119074
./booyer_moore_5;100;0;0.147268
./booyer_moore_5;100;0;0.116318
./booyer_moore_5;100;1;0.115461
./booyer_moore_5;100;0;0.114931
./booyer_moore_5;100;0;0.114572
./booyer_moore_5;100;0;0.0664473
./booyer_moore_5;100;0;0.0721813
./booyer_moore_5;100;0;0.0674641
./booyer_moore_5;100;0;0.0687435
./booyer_moore_5;100;0;0.0689325
./booyer_moore_5;100;0;0.165506
./booyer_moore_5;100;2;0.17019
./booyer_moore_5;100;0;0.163864
./booyer_moore_5;100;1;0.172817
./booyer_moore_5;100;1;0.166292
./booyer_moore_5;100;0;0.133546
./booyer_moore_5;100;0;0.130361
./booyer_moore_5;100;0;0.130498
./booyer_moore_5;100;0;0.139142
./booyer_moore_5;100;0;0.12643
./booyer_moore_5;100;0;0.0812688
./booyer_moore_5;100;0;0.0785837
./booyer_moore_5;100;1;0.0827094
./booyer_moore_5;100;0;0.0827221
./booyer_moore_5;100;0;0.0877236
./booyer_moore_5;100;1043;0.112113
./booyer_moore_5;100;519;0.10911
./booyer_moore_5;100;1078;0.115742
./booyer_moore_5;100;785;0.112555
./booyer_moore_5;100;625;0.110507
./booyer_moore_5;100;225;0.121493
./booyer_moore_5;100;241;0.119326
./booyer_moore_5;100;228;0.12408
./booyer_moore_5;100;190;0.119989
./booyer_moore_5;100;202;0.117429
./booyer_moore_5;100;0;0.106273
./booyer_moore_5;100;1;0.112619
./booyer_moore_5;100;0;0.106322
./booyer_moore_5;100;0;0.108264
./booyer_moore_5;100;0;0.106812
./booyer_moore_5;100;1;0.0843676
./booyer_moore_5;100;0;0.0936826
./booyer_moore_5;100;0;0.0876267
./booyer_moore_5;100;1;0.0896007
./booyer_moore_5;100;2;0.0889771
./booyer_moore_5;100;20;0.101172
./booyer_moore_5;100;15;0.107431
./booyer_moore_5;100;11;0.103686
./booyer_moore_5;100;13;0.101277
./booyer_moore_5;100;17;0.101822
./booyer_moore_5;100;0;0.0727242
./booyer_moore_5;100;1;0.0744314
./booyer_moore_5;100;0;0.0764323
./booyer_moore_5;100;0;0.0745532
./booyer_moore_5;100;0;0.0783005
./booyer_moore_5;100;0;0.0844725
./booyer_moore_5;100;0;0.0921725
./booyer_moore_5;100;0;0.0899998
./booyer_moore_5;100;0;0.0934303
./booyer_moore_5;100;0;0.0900865
./booyer_moore_5;100;1;0.126065
./booyer_moore_5;100;0;0.124413
./booyer_moore_5;100;0;0.130805
./booyer_moore_5;100;0;0.119707
./booyer_moore_5;100;0;0.126154
./booyer_moore_5;100;0;0.0940381
./booyer_moore_5;100;0;0.096574
./booyer_moore_5;100;0;0.101844
./booyer_moore_5;100;1;0.0949466
./booyer_moore_5;100;0;0.0962286
./booyer_moore_5;100;0;0.147395
./booyer_moore_5;100;0;0.118532
./booyer_moore_5;100;0;0.125965
./booyer_moore_5;100;0;0.120817
./booyer_moore_5;100;2;0.112853
./booyer_moore_5;100;23;0.119322
./booyer_moore_5;100;33;0.114951
./booyer_moore_5;100;26;0.110202
./booyer_moore_5;100;23;0.111146
./booyer_moore_5;100;41;0.112853
./booyer_moore_5;100;0;0.132123
./booyer_moore_5;100;0;0.124772
./booyer_moore_5;100;0;0.12309
./booyer_moore_5;100;0;0.123587
./booyer_moore_5;100;0;0.129952
./booyer_moore_5;100;0;0.127982
./booyer_moore_5;100;0;0.1282
./booyer_moore_5;100;1;0.126135
./booyer_moore_5;100;0;0.13234
./booyer_moore_5;100;1;0.12391
./booyer_moore_5;100;0;0.116111
./booyer_moore_5;100;0;0.123287
./booyer_moore_5;100;0;0.124532
./booyer_moore_5;100;1;0.117514
./booyer_moore_5;100;0;0.117485
./booyer_moore_5;100;0;0.0823046
./booyer_moore_5;100;0;0.0833439
./booyer_moore_5;100;0;0.0788893
./booyer_moore_5;100;0;0.0781439
./booyer_moore_5;100;0;0.0772582
./booyer_moore_5;100;0;0.0966962
./booyer_moore_5;100;0;0.0968206
./booyer_moore_5;100;0;0.103046
./booyer_moore_5;100;0;0.0988487
./booyer_moore_5;100;0;0.0960064
./booyer_moore_5;100;20;0.126447
./booyer_moore_5;100;25;0.139383
./booyer_moore_5;100;27;0.131921
./booyer_moore_5;100;23;0.133041
./booyer_moore_5;100;23;0.132934
./booyer_moore_5;100;0;0.131189
./booyer_moore_5;100;0;0.12451
./booyer_moore_5;100;0;0.125109
./booyer_moore_5;100;0;0.128086
./booyer_moore_5;100;0;0.125703
./booyer_moore_5;100;0;0.0945551
./booyer_moore_5;100;0;0.109018
./booyer_moore_5;100;0;0.0977484
./booyer_moore_5;100;0;0.0968655
./booyer_moore_5;100;0;0.101334
./booyer_moore_5;100;0;0.120368
./booyer_moore_5;100;1;0.122877
./booyer_moore_5;100;0;0.1221
./booyer_moore_5;100;1;0.128918
./booyer_moore_5;100;1;0.121576
./booyer_moore_5;100;0;0.107397
./booyer_moore_5;100;0;0.113359
./booyer_moore_5;100;0;0.110192
./booyer_moore_5;100;0;0.115148
./booyer_moore_5;100;0;0.113224
./booyer_moore_5;100;0;0.111821
./booyer_moore_5;100;0;0.109959
./booyer_moore_5;100;1;0.115459
./booyer_moore_5;100;0;0.112808
./booyer_moore_5;100;2;0.112154
./booyer_moore_5;100;0;0.0971521
./booyer_moore_5;100;0;0.12847
./booyer_moore_5;100;0;0.108697
./booyer_moore_5;100;0;0.0948531
./booyer_moore_5;100;0;0.0926099
./booyer_moore_5;100;0;0.124708
./booyer_moore_5;100;0;0.128379
./booyer_moore_5;100;0;0.126402
./booyer_moore_5;100;0;0.128592
./booyer_moore_5;100;0;0.126357
./booyer_moore_5;100;0;0.0704705
./booyer_moore_5;100;0;0.0753362
./booyer_moore_5;100;0;0.0760563
./booyer_moore_5;100;0;0.0833095
./booyer_moore_5;100;0;0.0847153
./booyer_moore_5;100;26;0.11484
./booyer_moore_5;100;29;0.115615
./booyer_moore_5;100;37;0.112674
./booyer_moore_5;100;31;0.122493
./booyer_moore_5;100;43;0.116188
./booyer_moore_5;100;6;0.108425
./booyer_moore_5;100;4;0.105003
./booyer_moore_5;100;18;0.113629
./booyer_moore_5;100;12;0.106503
./booyer_moore_5;100;10;0.112438
./booyer_moore_5;100;0;0.0630717
./booyer_moore_5;100;0;0.0608897
./booyer_moore_5;100;0;0.0534328
./booyer_moore_5;100;0;0.0558658
./booyer_moore_5;100;0;0.0561994
./booyer_moore_5;100;1;0.119406
./booyer_moore_5;100;0;0.110902
./booyer_moore_5;100;0;0.115481
./booyer_moore_5;100;0;0.117044
./booyer_moore_5;100;0;0.115695
./booyer_moore_5;100;0;0.092483
./booyer_moore_5;100;0;0.0967842
./booyer_moore_5;100;0;0.0962953
./booyer_moore_5;100;0;0.101294
./booyer_moore_5;100;0;0.0974325
./booyer_moore_5;100;3;0.107607
./booyer_moore_5;100;3;0.108653
./booyer_moore_5;100;3;0.107685
./booyer_moore_5;100;4;0.11312
./booyer_moore_5;100;2;0.106555
./booyer_moore_5;100;0;0.0940141
./booyer_moore_5;100;0;0.0973752
./booyer_moore_5;100;0;0.097244
./booyer_moore_5;100;0;0.104676
./booyer_moore_5;100;0;0.102942
./booyer_moore_5;100;0;0.125228
./booyer_moore_5;100;0;0.129438
./booyer_moore_5;100;0;0.136077
./booyer_moore_5;100;0;0.163904
./booyer_moore_5;100;0;0.167532
./booyer_moore_5;100;15;0.105222
./booyer_moore_5;100;9;0.10335
./booyer_moore_5;100;6;0.100844
./booyer_moore_5;100;6;0.0979331
./booyer_moore_5;100;12;0.0959157
./booyer_moore_5;100;3;0.18038
./booyer_moore_5;100;3;0.191563
./booyer_moore_5;100;4;0.231998
./booyer_moore_5;100;4;0.212467
./booyer_moore_5;100;2;0.195983
./booyer_moore_5;100;12;0.203874
./booyer_moore_5;100;31;0.217469
./booyer_moore_5;100;23;0.184591
./booyer_moore_5;100;17;0.187185
./booyer_moore_5;100;25;0.194038
./booyer_moore_5;100;57;0.134996
./booyer_moore_5;100;76;0.142593
./booyer_moore_5;100;69;0.149059
./booyer_moore_5;100;79;0.15546
./booyer_moore_5;100;58;0.139851
./booyer_moore_5;100;149;0.195308
./booyer_moore_5;100;188;0.197823
./booyer_moore_5;100;142;0.19756
./booyer_moore_5;100;145;0.168742
./booyer_moore_5;100;165;0.171629
./booyer_moore_5;100;36;0.185207
./booyer_moore_5;100;36;0.180943
./booyer_moore_5;100;40;0.191279
./booyer_moore_5;100;30;0.176133
./booyer_moore_5;100;35;0.182043
./booyer_moore_5;100;150;0.103572
./booyer_moore_5;100;189;0.110872
./booyer_moore_5;100;156;0.107461
./booyer_moore_5;100;159;0.10641
./booyer_moore_5;100;181;0.108949
./booyer_moore_5;100;0;0.0758449
./booyer_moore_5;100;0;0.072328
./booyer_moore_5;100;0;0.0752431
./booyer_moore_5;100;0;0.0736294
./booyer_moore_5;100;0;0.0708007
./booyer_moore_5;100;0;0.11949
./booyer_moore_5;100;0;0.129197
./booyer_moore_5;100;0;0.119049
./booyer_moore_5;100;0;0.12797
./booyer_moore_5;100;0;0.125205
./booyer_moore_5;100;2;0.149294
./booyer_moore_5;100;1;0.152603
./booyer_moore_5;100;1;0.152764
./booyer_moore_5;100;1;0.166095
./booyer_moore_5;100;1;0.159634
./booyer_moore_5;100;0;0.116968
./booyer_moore_5;100;0;0.128117
./booyer_moore_5;100;0;0.11821
./booyer_moore_5;100;0;0.13008
./booyer_moore_5;100;0;0.117936
./booyer_moore_5;100;3;0.117805
./booyer_moore_5;100;1;0.120873
./booyer_moore_5;100;2;0.123523
./booyer_moore_5;100;3;0.118204
./booyer_moore_5;100;2;0.117739
./booyer_moore_5;100;541;0.188443
./booyer_moore_5;100;330;0.180936
./booyer_moore_5;100;550;0.176156
./booyer_moore_5;100;457;0.187641
./booyer_moore_5;100;377;0.211465
./booyer_moore_5;100;0;0.0772402
./booyer_moore_5;100;0;0.0846849
./booyer_moore_5;100;0;0.0846797
./booyer_moore_5;100;0;0.0934115
./booyer_moore_5;100;0;0.104145
./booyer_moore_5;100;65;0.13423
./booyer_moore_5;100;79;0.125493
./booyer_moore_5;100;81;0.134728
./booyer_moore_5;100;81;0.125563
./booyer_moore_5;100;100;0.141611
./booyer_moore_5;100;0;0.167252
./booyer_moore_5;100;0;0.147721
./booyer_moore_5;100;0;0.168542
./booyer_moore_5;100;0;0.164521
./booyer_moore_5;100;0;0.151332
./booyer_moore_5;100;453;0.183476
./booyer_moore_5;100;226;0.169218
./booyer_moore_5;100;405;0.180648
./booyer_moore_5;100;322;0.18217
./booyer_moore_5;100;277;0.165095
./booyer_moore_5;100;0;0.109647
./booyer_moore_5;100;0;0.11107
./booyer_moore_5;100;0;0.110577
./booyer_moore_5;100;0;0.108783
./booyer_moore_5;100;0;0.108371
./booyer_moore_5;100;0;0.104762
./booyer_moore_5;100;0;0.112167
./booyer_moore_5;100;0;0.110632
./booyer_moore_5;100;0;0.111966
./booyer_moore_5;100;0;0.119114
./booyer_moore_5;100;0;0.122495
./booyer_moore_5;100;0;0.115878
./booyer_moore_5;100;0;0.114496
./booyer_moore_5;100;2;0.112888
./booyer_moore_5;100;0;0.112587
./booyer_moore_5;100;0;0.0814629
./booyer_moore_5;100;0;0.0771867
./booyer_moore_5;100;0;0.0766863
./booyer_moore_5;100;0;0.0750083
./booyer_moore_5;100;0;0.0759699
./booyer_moore_5;100;0;0.0912005
./booyer_moore_5;100;0;0.0973009
./booyer_moore_5;100;0;0.0928525
./booyer_moore_5;100;0;0.0910723
./booyer_moore_5;100;0;0.0923354
./booyer_moore_5;100;1;0.0839268
./booyer_moore_5;100;0;0.0927564
./booyer_moore_5;100;0;0.0890881
./booyer_moore_5;100;1;0.0886684
./booyer_moore_5;100;0;0.0909154
./booyer_moore_5;100;0;0.0957653
./booyer_moore_5;100;0;0.0997201
./booyer_moore_5;100;0;0.102096
./booyer_moore_5;100;0;0.0979089
./booyer_moore_5;100;0;0.0997154
./booyer_moore_5;100;33;0.132218
./booyer_moore_5;100;49;0.141284
./booyer_moore_5;100;50;0.138723
./booyer_moore_5;100;46;0.133383
./booyer_moore_5;100;42;0.13786
./booyer_moore_5;100;56;0.0867805
./booyer_moore_5;100;63;0.0840961
./booyer_moore_5;100;63;0.0829756
./booyer_moore_5;100;62;0.0825808
./booyer_moore_5;100;47;0.0822512
./booyer_moore_5;200;0;0.14186
./booyer_moore_5;200;1;0.134343
./booyer_moore_5;200;0;0.123973
./booyer_moore_5;200;0;0.129279
./booyer_moore_5;200;0;0.132217
./booyer_moore_5;200;8;0.145909
./booyer_moore_5;200;11;0.14381
./booyer_moore_5;200;6;0.155327
./booyer_moore_5;200;10;0.167039
./booyer_moore_5;200;8;0.144187
./booyer_moore_5;200;1;0.0930375
./booyer_moore_5;200;0;0.0993704
./booyer_moore_5;200;0;0.0967298
./booyer_moore_5;200;0;0.0962288
./booyer_moore_5;200;0;0.0953577
./booyer_moore_5;200;4;0.104147
./booyer_moore_5;200;8;0.107529
./booyer_moore_5;200;4;0.104254
./booyer_moore_5;200;3;0.102932
./booyer_moore_5;200;6;0.102003
./booyer_moore_5;200;0;0.0765856
./booyer_moore_5;200;0;0.0815634
./booyer_moore_5;200;0;0.0783726
./booyer_moore_5;200;0;0.0769634
./booyer_moore_5;200;0;0.0781556
./booyer_moore_5;200;0;0.100228
./booyer_moore_5;200;0;0.102419
./booyer_moore_5;200;0;0.106795
./booyer_moore_5;200;0;0.104175
./booyer_moore_5;200;0;0.103103
./booyer_moore_5;200;0;0.156888
./booyer_moore_5;200;0;0.159253
./booyer_moore_5;200;0;0.153084
./booyer_moore_5;200;0;0.152052
./booyer_moore_5;200;0;0.160786
./booyer_moore_5;200;0;0.10775
./booyer_moore_5;200;1;0.11456
./booyer_moore_5;200;0;0.111272
./booyer_moore_5;200;0;0.11346
./booyer_moore_5;200;0;0.115707
./booyer_moore_5;200;12;0.0792843
./booyer_moore_5;200;15;0.0767982
./booyer_moore_5;200;22;0.0796324
./booyer_moore_5;200;18;0.0780353
./booyer_moore_5;200;7;0.0808047
./booyer_moore_5;200;8;0.133643
./booyer_moore_5;200;3;0.112546
./booyer_moore_5;200;1;0.119413
./booyer_moore_5;200;5;0.122471
./booyer_moore_5;200;6;0.122076
./booyer_moore_5;200;5;0.157398
./booyer_moore_5;200;7;0.134789
./booyer_moore_5;200;3;0.135769
./booyer_moore_5;200;9;0.13235
./booyer_moore_5;200;5;0.133469
./booyer_moore_5;200;0;0.135017
./booyer_moore_5;200;0;0.142702
./booyer_moore_5;200;1;0.135753
./booyer_moore_5;200;0;0.133647
./booyer_moore_5;200;1;0.132119
./booyer_moore_5;200;0;0.126375
./booyer_moore_5;200;0;0.124107
./booyer_moore_5;200;0;0.122674
./booyer_moore_5;200;1;0.12153
./booyer_moore_5;200;0;0.127622
./booyer_moore_5;200;1;0.0902973
./booyer_moore_5;200;0;0.0948845
./booyer_moore_5;200;2;0.0940646
./booyer_moore_5;200;2;0.0938657
./booyer_moore_5;200;0;0.100431
./booyer_moore_5;200;32;0.136572
./booyer_moore_5;200;28;0.140271
./booyer_moore_5;200;27;0.136429
./booyer_moore_5;200;25;0.139406
./booyer_moore_5;200;20;0.13466
./booyer_moore_5;200;319;0.0957344
./booyer_moore_5;200;479;0.104498
./booyer_moore_5;200;451;0.107479
./booyer_moore_5;200;451;0.102454
./booyer_moore_5;200;473;0.105078
./booyer_moore_5;200;0;0.117644
./booyer_moore_5;200;5;0.128956
./booyer_moore_5;200;4;0.119561
./booyer_moore_5;200;4;0.12459
./booyer_moore_5;200;3;0.123064
./booyer_moore_5;200;5;0.0737778
./booyer_moore_5;200;2;0.0868493
./booyer_moore_5;200;5;0.0849251
./booyer_moore_5;200;5;0.0769896
./booyer_moore_5;200;3;0.0779868
./booyer_moore_5;200;13;0.149043
./booyer_moore_5;200;17;0.159375
./booyer_moore_5;200;13;0.148128
./booyer_moore_5;200;12;0.158685
./booyer_moore_5;200;19;0.186346
./booyer_moore_5;200;0;0.108023
./booyer_moore_5;200;0;0.0917079
./booyer_moore_5;200;0;0.0958964
./booyer_moore_5;200;0;0.0967196
./booyer_moore_5;200;0;0.0965617
./booyer_moore_5;200;0;0.120081
./booyer_moore_5;200;0;0.114361
./booyer_moore_5;200;0;0.116277
./booyer_moore_5;200;0;0.121946
./booyer_moore_5;200;0;0.116122
./booyer_moore_5;200;136;0.10102
./booyer_moore_5;200;121;0.102122
./booyer_moore_5;200;117;0.0995733
./booyer_moore_5;200;118;0.106515
./booyer_moore_5;200;99;0.0998223
./booyer_moore_5;200;0;0.111386
./booyer_moore_5;200;0;0.108854
./booyer_moore_5;200;0;0.113205
./booyer_moore_5;200;0;0.110346
./booyer_moore_5;200;1;0.109519
./booyer_moore_5;200;6;0.0504516
./booyer_moore_5;200;13;0.051686
./booyer_moore_5;200;13;0.0516313
./booyer_moore_5;200;4;0.0530721
./booyer_moore_5;200;11;0.0586748
./booyer_moore_5;200;15;0.0879384
./booyer_moore_5;200;18;0.0866066
./booyer_moore_5;200;21;0.0873456
./booyer_moore_5;200;26;0.0905533
./booyer_moore_5;200;25;0.0903736
./booyer_moore_5;200;29;0.13485
./booyer_moore_5;200;26;0.124927
./booyer_moore_5;200;20;0.129082
./booyer_moore_5;200;20;0.129356
./booyer_moore_5;200;22;0.137422
./booyer_moore_5;200;4;0.0782236
./booyer_moore_5;200;9;0.0847151
./booyer_moore_5;200;6;0.0881221
./booyer_moore_5;200;8;0.084926
./booyer_moore_5;200;2;0.0920836
./booyer_moore_5;200;0;0.141342
./booyer_moore_5;200;0;0.129065
./booyer_moore_5;200;0;0.130583
./booyer_moore_5;200;1;0.138194
./booyer_moore_5;200;0;0.133155
./booyer_moore_5;200;0;0.161822
./booyer_moore_5;200;0;0.135506
./booyer_moore_5;200;0;0.132561
./booyer_moore_5;200;0;0.129529
./booyer_moore_5;200;0;0.139249
./booyer_moore_5;200;11;0.130245
./booyer_moore_5;200;13;0.120855
./booyer_moore_5;200;4;0.121711
./booyer_moore_5;200;5;0.124978
./booyer_moore_5;200;8;0.127785
./booyer_moore_5;200;111;0.149959
./booyer_moore_5;200;48;0.144888
./booyer_moore_5;200;104;0.146665
./booyer_moore_5;200;82;0.159141
./booyer_moore_5;200;87;0.143899
./booyer_moore_5;200;2;0.0962297
./booyer_moore_5;200;4;0.104004
./booyer_moore_5;200;7;0.109344
./booyer_moore_5;200;1;0.103178
./booyer_moore_5;200;2;0.104528
./booyer_moore_5;200;119;0.132173
./booyer_moore_5;200;168;0.140202
./booyer_moore_5;200;125;0.131438
./booyer_moore_5;200;134;0.132522
